,naics_2007_us_code,wage_offer_from_9089,case_status,wage_offer_unit_of_pay_9089,country_of_citzenship,employer_state,pw_level_9089
167,324191.0,85000.0,1,2.0,57,37,0
168,541511.0,113090.0,1,2.0,57,4,1
169,541511.0,116501.0,1,2.0,57,33,1
170,424990.0,80933.0,1,2.0,116,4,3
171,541511.0,162698.0,-1,2.0,57,33,3
172,722110.0,31200.0,1,2.0,66,15,1
173,524114.0,110000.0,1,2.0,57,4,3
174,61131.0,37080.0,1,2.0,26,1,0
175,541519.0,74000.0,1,2.0,97,46,3
176,541511.0,98654.4,1,2.0,18,4,2
177,511210.0,105000.0,1,2.0,57,15,1
178,541614.0,80933.0,1,2.0,57,37,2
179,531312.0,123323.0,1,2.0,3,9,3
180,561320.0,90480.0,1,2.0,57,20,1
181,325120.0,76755.38,1,2.0,57,33,1
182,611110.0,65430.0,1,2.0,133,10,0
183,541511.0,82500.0,1,2.0,57,4,1
184,51121.0,90000.0,1,2.0,57,51,1
185,722110.0,48298.0,-1,2.0,103,40,2
186,561510.0,83400.0,1,2.0,57,15,3
187,923140.0,176287.0,1,2.0,97,38,0
188,541511.0,70000.0,1,2.0,97,10,1
189,2379.0,74300.0,1,2.0,26,36,1
190,722310.0,78000.0,1,2.0,57,19,3
191,445110.0,105560.0,1,2.0,102,9,0
192,611110.0,47905.0,1,2.0,102,2,1
193,611110.0,33384.0,1,2.0,118,4,3
194,541511.0,78520.0,1,2.0,57,36,1
195,722211.0,37600.0,-1,2.0,57,45,3
196,611620.0,56950.4,1,2.0,123,36,0
197,621111.0,90000.0,1,2.0,57,20,0
198,334413.0,86403.0,1,2.0,57,14,3
199,541511.0,89752.0,-1,2.0,57,48,1
200,519190.0,90000.0,1,2.0,85,36,1
201,622110.0,113505.6,1,2.0,57,20,3
202,621111.0,100.0,1,1.0,125,4,0
203,485999.0,65010.0,1,2.0,64,46,1
204,6111.0,53000.0,1,2.0,42,4,1
205,54151.0,131518.0,1,2.0,57,4,3
206,541519.0,92331.0,1,2.0,26,4,1
207,423690.0,72000.0,-1,2.0,116,15,0
208,454111.0,82701.0,1,2.0,57,51,1
209,541519.0,90000.0,1,2.0,57,4,1
210,511210.0,82035.0,1,2.0,57,4,0
211,334210.0,103106.0,1,2.0,57,33,1
212,541511.0,91500.0,1,2.0,57,4,2
213,541511.0,67800.0,1,2.0,57,46,1
214,453998.0,52000.0,-1,2.0,57,15,0
215,541511.0,88566.0,1,2.0,57,40,2
216,541330.0,100526.0,1,2.0,57,46,2
217,334220.0,125515.0,1,2.0,57,4,3
218,326199.0,40040.0,1,2.0,45,40,3
219,541611.0,98000.0,1,2.0,57,33,2
220,722211.0,61090.0,-1,2.0,85,46,2
221,541511.0,90000.0,1,2.0,57,33,1
222,541512.0,155000.0,1,2.0,19,4,1
223,522320.0,66622.0,1,2.0,57,7,0
224,611110.0,40090.0,1,2.0,57,19,0
225,448310.0,87505.6,1,2.0,102,4,1
226,541511.0,72759.0,1,2.0,57,4,0
227,611310.0,238333.0,1,2.0,90,4,0
228,541511.0,175302.0,1,2.0,57,33,3
229,611110.0,73965.0,1,2.0,133,4,0
230,339950.0,54662.0,1,2.0,85,4,2
231,541611.0,95000.0,1,2.0,57,36,3
232,446110.0,105920.0,1,2.0,57,36,0
233,51121.0,89320.0,1,2.0,57,51,0
234,541511.0,69000.0,1,2.0,57,9,1
235,446110.0,121680.0,1,2.0,36,40,0
236,541511.0,81827.0,1,2.0,57,46,1
237,541511.0,115128.0,1,2.0,57,33,3
238,926110.0,120000.0,1,2.0,24,46,3
239,541511.0,85529.6,1,2.0,57,36,1
240,541511.0,87422.0,1,2.0,57,40,3
241,541511.0,79300.0,1,2.0,57,4,1
242,446110.0,64.75,1,1.0,57,42,0
243,541511.0,80000.0,1,2.0,57,9,2
244,5415.0,93840.0,1,2.0,24,39,1
245,541511.0,163030.4,1,2.0,57,4,3
246,541211.0,72675.0,1,2.0,57,33,1
247,622110.0,44075.0,1,2.0,102,17,1
248,541511.0,79102.0,-1,2.0,57,40,1
249,541512.0,95326.0,1,2.0,57,37,3
250,541511.0,61214.0,-1,2.0,57,33,0
251,518210.0,72500.0,1,2.0,34,29,1
252,541614.0,80953.6,1,2.0,57,29,1
253,334413.0,98634.0,1,2.0,24,4,3
254,622110.0,313200.0,1,2.0,57,40,1
255,541511.0,93600.0,1,2.0,57,15,2
256,541910.0,115274.0,1,2.0,57,40,3
257,541511.0,69098.0,1,2.0,57,29,2
258,334413.0,108576.0,1,2.0,57,46,1
259,611710.0,57000.0,1,2.0,24,36,3
260,5415.0,115000.0,1,2.0,57,4,1
261,522110.0,137000.0,1,2.0,41,36,3
262,488510.0,57782.0,1,2.0,133,33,0
263,611310.0,82000.0,1,2.0,24,53,0
264,21111.0,100000.0,1,2.0,57,38,3
265,335211.0,75000.0,1,2.0,57,17,2
266,531390.0,163114.0,1,2.0,63,48,3
267,238290.0,72717.0,1,2.0,116,33,1
268,541511.0,84885.0,-1,2.0,110,40,1
269,334.0,98467.0,1,2.0,27,4,0
270,533110.0,200000.0,1,2.0,24,36,3
271,423430.0,80870.4,1,2.0,57,4,0
272,221111.0,75000.0,1,2.0,58,6,1
273,493120.0,140000.0,1,2.0,138,10,3
274,315212.0,68349.0,1,2.0,81,4,1
275,541310.0,48589.0,1,2.0,57,40,1
276,517110.0,120000.0,1,2.0,57,33,2
277,611310.0,63856.0,1,2.0,116,4,0
278,423110.0,82800.0,1,2.0,57,16,2
279,541511.0,80246.0,-1,2.0,57,37,2
280,541519.0,75000.0,1,2.0,74,4,1
281,722320.0,72779.0,1,2.0,57,33,3
282,51811.0,123573.0,1,2.0,57,36,1
283,541511.0,82514.0,1,2.0,57,48,1
284,541511.0,63500.0,1,2.0,57,15,1
285,541611.0,74797.0,1,2.0,57,4,1
286,51721.0,77272.0,1,2.0,97,51,1
287,339116.0,48797.0,-1,2.0,27,9,2
288,61.0,45000.0,-1,2.0,57,3,0
289,52211.0,110032.0,1,2.0,57,4,3
290,23611.0,102500.0,1,2.0,116,4,3
291,722213.0,39000.0,1,2.0,57,18,3
292,334413.0,95896.0,1,2.0,116,3,2
293,22111.0,100000.0,1,2.0,106,36,0
294,54151.0,105934.0,1,2.0,57,4,3
295,334417.0,87188.14,1,2.0,26,40,1
296,541511.0,89814.0,1,2.0,57,8,2
297,423450.0,95805.0,1,2.0,57,37,3
298,511210.0,115024.0,-1,2.0,133,4,2
299,722110.0,66560.0,1,2.0,126,20,0
300,523110.0,200000.0,1,2.0,57,36,2
301,541511.0,59300.0,1,2.0,66,4,0
302,541511.0,109657.6,1,2.0,57,48,2
303,621391.0,86715.0,-1,2.0,19,33,0
304,311812.0,80933.0,1,2.0,31,36,2
305,33441.0,81828.0,1,2.0,85,46,1
306,541511.0,70000.0,1,2.0,57,9,2
307,541990.0,143000.0,1,2.0,57,36,1
308,5151.0,38771.2,1,2.0,116,4,1
309,33994.0,105000.0,1,2.0,57,4,3
310,541511.0,83000.0,1,2.0,57,21,1
311,722110.0,50000.0,1,2.0,26,10,0
312,541512.0,64500.0,1,2.0,142,9,0
313,622110.0,150000.0,-1,2.0,101,40,0
314,3159.0,38064.0,1,2.0,116,4,0
315,511110.0,90000.0,-1,2.0,85,10,3
316,541511.0,90792.0,1,2.0,118,46,3
317,541511.0,65000.0,1,2.0,57,40,0
318,523110.0,175000.0,1,2.0,57,36,3
319,541511.0,98500.0,1,2.0,57,48,2
320,541511.0,80000.0,-1,2.0,57,15,1
321,541511.0,75000.0,1,2.0,26,29,0
322,621493.0,145600.0,1,2.0,117,33,0
323,722211.0,117541.0,1,2.0,85,9,2
324,334611.0,85000.0,1,2.0,57,32,0
325,541512.0,146500.0,1,2.0,57,9,1
326,486210.0,82200.0,1,2.0,136,46,2
327,541330.0,68750.0,1,2.0,102,23,1
328,515210.0,111218.0,1,2.0,138,4,3
329,522110.0,123573.0,1,2.0,57,29,1
330,454111.0,81328.0,1,2.0,24,51,1
331,541511.0,77522.0,-1,2.0,57,33,1
332,51121.0,82701.0,1,2.0,57,51,1
333,334111.0,104915.0,1,2.0,57,4,3
334,424340.0,33946.0,1,2.0,116,6,3
335,622110.0,170000.0,1,2.0,97,38,0
336,334419.0,195000.0,1,2.0,24,37,3
337,541511.0,57000.0,-1,2.0,58,37,0
338,334413.0,105040.0,1,2.0,26,46,0
339,541511.0,68000.0,1,2.0,10,33,1
340,517212.0,89000.0,1,2.0,142,9,1
341,541511.0,176280.0,1,2.0,57,4,3
342,811111.0,39998.0,1,2.0,85,4,2
343,541511.0,85000.0,1,2.0,24,23,1
344,541219.0,107000.0,1,2.0,126,36,3
345,315232.0,59737.6,1,2.0,116,4,1
346,236220.0,95118.0,1,2.0,57,33,1
347,3259.0,81598.0,1,2.0,26,21,1
348,811490.0,12.43,1,1.0,116,6,2
349,72221.0,33.41,-1,1.0,57,21,2
350,523999.0,79248.0,1,2.0,57,5,1
351,541512.0,98000.0,1,2.0,57,10,3
352,334111.0,110000.0,1,2.0,133,4,0
353,541330.0,75213.0,1,2.0,57,4,1
354,541511.0,97094.0,1,2.0,57,21,2
355,518112.0,90045.0,1,2.0,87,4,0
356,541310.0,87000.0,1,2.0,24,7,2
357,33441.0,78478.0,1,2.0,42,46,1
358,541511.0,89024.0,1,2.0,57,33,2
359,446110.0,60.0,1,1.0,57,42,0
360,326299.0,116200.0,1,2.0,57,40,3
361,621111.0,284000.0,1,2.0,24,15,3
362,541519.0,61963.2,1,2.0,57,4,0
363,621111.0,81245.0,1,2.0,97,40,2
364,522390.0,200000.0,1,2.0,57,36,3
365,541511.0,80246.0,-1,2.0,57,37,2
366,517212.0,83200.0,1,2.0,57,21,1
367,4422.0,130200.0,1,2.0,24,4,3
368,238220.0,90000.0,1,2.0,57,4,1
369,541511.0,76835.0,1,2.0,57,4,1
370,541512.0,28.59,1,1.0,102,32,0
371,56211.0,42723.0,1,2.0,26,38,1
372,541611.0,89211.0,1,2.0,142,36,3
373,523110.0,120000.0,1,2.0,57,36,2
374,541511.0,70000.0,1,2.0,136,37,0
375,541512.0,60000.0,1,2.0,57,33,0
376,541519.0,80100.8,1,2.0,57,23,2
377,621340.0,38.94,1,1.0,102,33,2
378,621111.0,210000.0,1,2.0,24,15,1
379,33411.0,136240.0,1,2.0,26,4,3
380,541511.0,117707.2,1,2.0,57,36,3
381,54161.0,85593.0,1,2.0,57,40,1
382,541511.0,85000.0,1,2.0,57,6,2
383,541511.0,67800.0,1,2.0,57,46,1
384,611310.0,82000.0,1,2.0,97,15,0
385,622310.0,72800.0,1,2.0,102,46,1
386,541611.0,94000.0,1,2.0,57,4,2
387,611310.0,180000.0,1,2.0,24,7,0
388,541512.0,95326.0,1,2.0,57,37,3
389,611310.0,53630.0,1,2.0,101,39,0
390,611310.0,90178.0,1,2.0,24,15,2
391,519190.0,90000.0,1,2.0,57,36,1
392,541512.0,54246.0,1,2.0,110,9,1
393,541330.0,102560.0,1,2.0,24,46,2
394,454111.0,115000.0,1,2.0,57,4,2
395,3344.0,96200.0,1,2.0,26,4,2
396,334510.0,80538.0,1,2.0,57,39,2
397,492110.0,36608.0,1,2.0,116,10,2
398,31121.0,90917.0,1,2.0,57,51,3
399,424110.0,86550.0,1,2.0,57,52,3
400,541611.0,111500.0,1,2.0,24,36,3
401,7221.0,22110.0,1,2.0,35,6,0
402,333415.0,65832.0,1,2.0,57,52,1
403,447110.0,41725.0,-1,2.0,57,5,3
404,541513.0,77834.0,1,2.0,57,10,1
405,325110.0,80000.0,1,2.0,24,15,1
406,334413.0,111738.0,1,2.0,24,46,1
407,334220.0,76690.0,1,2.0,57,4,3
408,541110.0,38834.0,1,2.0,37,21,1
409,32311.0,90043.0,1,2.0,138,15,3
410,621111.0,166400.0,1,2.0,102,4,0
411,541511.0,106000.0,1,2.0,26,4,1
412,541511.0,79206.0,1,2.0,57,4,2
413,541512.0,79102.0,1,2.0,57,9,1
414,621111.0,180000.0,1,2.0,57,45,0
415,623110.0,19053.0,-1,2.0,102,4,0
416,541110.0,250000.0,1,2.0,19,36,1
417,6231.0,20634.0,1,2.0,102,4,1
418,236220.0,21.83,-1,1.0,85,33,2
419,611110.0,44980.0,-1,2.0,25,46,0
420,722211.0,46530.0,1,2.0,116,10,3
421,5415.0,74360.0,1,2.0,57,33,1
422,334210.0,62500.0,1,2.0,126,4,1
423,621111.0,410000.0,1,2.0,81,30,1
424,334220.0,79498.0,1,2.0,57,4,1
425,33411.0,88885.8,1,2.0,57,4,1
426,541511.0,74520.0,1,2.0,57,33,1
427,541511.0,106496.0,1,2.0,57,40,3
428,518210.0,100305.15,1,2.0,57,33,1
429,541511.0,88317.0,1,2.0,136,10,1
430,722110.0,16.0,1,1.0,35,33,3
431,541512.0,98530.0,1,2.0,57,4,1
432,236118.0,28496.0,1,2.0,35,33,0
433,72211.0,27830.0,-1,2.0,85,4,3
434,541511.0,53914.0,-1,2.0,57,8,1
435,541512.0,82514.0,1,2.0,57,25,1
436,325.0,110000.0,1,2.0,57,24,3
437,561320.0,79789.0,1,2.0,57,20,1
438,325.0,123469.0,1,2.0,142,24,2
439,522110.0,105000.0,1,2.0,57,29,3
440,611310.0,77158.56,1,2.0,57,35,0
441,541511.0,126984.0,1,2.0,57,10,3
442,541512.0,74360.0,1,2.0,57,33,1
443,541511.0,72717.0,1,2.0,57,33,1
444,541330.0,85000.0,1,2.0,97,48,1
445,611310.0,250000.0,1,2.0,57,31,2
446,721110.0,67435.0,1,2.0,57,36,0
447,541690.0,69410.0,1,2.0,31,32,1
448,333611.0,250000.0,1,2.0,32,20,2
449,54151.0,98530.0,1,2.0,57,29,1
450,517110.0,80000.0,1,2.0,57,33,1
451,541310.0,26.68,1,1.0,27,36,0
452,523110.0,145000.0,1,2.0,54,36,3
453,238210.0,67621.0,1,2.0,3,9,0
454,52399.0,73050.0,1,2.0,30,4,1
455,611310.0,175000.0,1,2.0,129,43,0
456,611310.0,195000.0,1,2.0,57,18,1
457,511210.0,64482.0,1,2.0,57,4,3
458,33411.0,131518.0,1,2.0,57,4,3
459,334419.0,86132.8,1,2.0,26,10,3
460,611310.0,110000.0,1,2.0,3,7,2
461,541611.0,85000.0,1,2.0,26,20,1
462,541511.0,88504.0,1,2.0,57,4,2
463,524126.0,72030.0,1,2.0,57,37,1
464,333618.0,106000.0,1,2.0,45,33,1
465,517110.0,57387.0,1,2.0,26,4,1
466,334413.0,81494.0,1,2.0,57,3,3
467,5415.0,112000.0,1,2.0,57,4,3
468,611310.0,135000.0,1,2.0,57,47,0
469,611310.0,69500.0,1,2.0,126,13,0
470,541511.0,75000.0,1,2.0,57,20,1
471,54161.0,71364.8,1,2.0,57,29,1
472,541519.0,67392.0,1,2.0,106,21,1
473,541511.0,75000.0,1,2.0,57,6,1
474,541511.0,67800.0,1,2.0,57,46,1
475,327121.0,36691.0,1,2.0,85,21,0
476,541511.0,88000.0,1,2.0,57,15,1
477,541330.0,117333.0,1,2.0,24,36,1
478,611110.0,44980.0,-1,2.0,143,46,0
479,334413.0,114912.0,1,2.0,116,4,3
480,334111.0,110000.0,1,2.0,57,4,2
481,541511.0,77272.0,-1,2.0,57,37,2
482,721110.0,36000.0,1,2.0,57,19,0
483,453210.0,64177.0,1,2.0,93,20,0
484,325414.0,108000.0,1,2.0,57,4,3
485,522210.0,92000.0,1,2.0,57,15,0
486,541511.0,72000.0,1,2.0,57,33,0
487,423910.0,166400.0,1,2.0,61,3,1
488,541511.0,72675.0,1,2.0,65,33,1
489,621111.0,140000.0,1,2.0,97,27,0
490,541511.0,104458.0,1,2.0,57,33,1
491,611310.0,78000.0,1,2.0,57,9,1
492,541519.0,81682.0,1,2.0,26,20,1
493,54151.0,75000.0,1,2.0,57,9,1
494,611310.0,66431.0,1,2.0,131,36,0
495,541511.0,89752.0,-1,2.0,57,48,1
496,424920.0,145000.0,1,2.0,57,36,3
497,541511.0,64917.0,1,2.0,57,8,2
498,518210.0,90000.0,1,2.0,31,2,0
499,541620.0,83965.0,1,2.0,57,40,1
500,33911.0,142056.96,1,2.0,57,4,3
501,541512.0,73000.0,1,2.0,26,52,1
502,325110.0,87338.0,1,2.0,57,46,0
503,51121.0,94760.0,1,2.0,24,51,0
504,541511.0,83325.0,1,2.0,57,6,1
505,33441.0,109429.0,1,2.0,24,46,3
506,5415.0,91902.0,1,2.0,36,39,2
507,611110.0,51043.0,1,2.0,133,46,1
508,519.0,110000.0,1,2.0,143,4,1
509,6117.0,41040.0,1,2.0,57,10,0
510,611310.0,40630.0,1,2.0,126,21,0
511,54151.0,74360.0,1,2.0,117,29,1
512,622110.0,166400.0,1,2.0,75,30,1
513,541710.0,102500.0,-1,2.0,24,4,1
514,611310.0,67000.0,1,2.0,24,37,0
515,523110.0,200000.0,1,2.0,61,36,2
516,33911.0,85218.0,1,2.0,24,16,3
517,541511.0,70000.0,-1,2.0,57,23,1
518,5241.0,85425.0,1,2.0,57,13,3
519,611310.0,70000.0,1,2.0,117,40,0
520,722110.0,7.68,1,1.0,85,46,0
521,325412.0,60403.2,1,2.0,57,33,1
522,541511.0,101795.0,1,2.0,57,4,3
523,611310.0,154000.0,1,2.0,45,40,0
524,621111.0,45157.0,1,2.0,102,4,0
525,621111.0,166400.0,1,2.0,57,3,0
526,238320.0,22.42,-1,1.0,103,36,2
527,53211.0,109242.0,1,2.0,57,25,2
528,541512.0,165000.0,1,2.0,41,9,2
529,541519.0,92227.2,1,2.0,57,4,2
530,622110.0,170000.0,1,2.0,135,44,0
531,611310.0,120000.0,1,2.0,25,29,0
532,56173.0,48880.0,-1,2.0,85,15,3
533,334413.0,109242.0,1,2.0,57,4,3
534,524114.0,88492.0,1,2.0,57,2,3
535,51121.0,102740.0,1,2.0,24,51,1
536,452990.0,71136.0,1,2.0,57,23,2
537,312130.0,42141.0,1,2.0,66,4,1
538,541511.0,65707.0,1,2.0,57,15,1
539,327991.0,72800.0,1,2.0,85,46,3
540,541511.0,89794.0,1,2.0,57,23,3
541,541511.0,70000.0,1,2.0,57,21,1
542,518111.0,120806.0,1,2.0,57,4,3
543,621111.0,120474.0,1,2.0,57,3,0
544,551112.0,95326.0,1,2.0,57,15,3
545,541310.0,29.58,-1,1.0,99,4,3
546,541511.0,96000.0,1,2.0,57,10,1
547,445110.0,88213.0,1,2.0,57,36,1
548,524114.0,80000.0,1,2.0,57,23,3
549,541511.0,92186.0,1,2.0,57,4,2
550,541512.0,72675.0,1,2.0,57,33,1
551,541511.0,129251.0,1,2.0,57,4,3
552,334119.0,99655.0,1,2.0,57,4,1
553,622110.0,166400.0,1,2.0,57,40,0
554,62121.0,73923.2,1,2.0,116,4,0
555,541511.0,100194.0,1,2.0,57,21,3
556,541710.0,82100.0,1,2.0,59,48,1
557,814110.0,11.67,-1,1.0,46,15,0
558,524113.0,96000.0,1,2.0,26,20,2
559,541611.0,90000.0,1,2.0,57,36,1
560,541511.0,70000.0,1,2.0,57,3,1
561,332722.0,35152.0,1,2.0,101,33,2
562,541519.0,130582.0,1,2.0,24,1,3
563,541511.0,37.15,1,1.0,102,39,1
564,541420.0,78416.0,1,2.0,57,23,2
565,722211.0,20696.0,1,2.0,85,4,0
566,541511.0,80500.0,1,2.0,57,21,1
567,5415.0,122553.6,1,2.0,24,40,3
568,541611.0,120000.0,1,2.0,42,15,3
569,541211.0,93787.0,1,2.0,97,33,3
570,4885.0,34798.4,1,2.0,126,15,0
571,517910.0,64938.0,1,2.0,105,23,0
572,722.0,42786.0,1,2.0,45,4,2
573,541511.0,166005.0,1,2.0,24,40,3
574,611310.0,85000.0,1,2.0,104,46,0
575,541519.0,85446.0,1,2.0,118,46,3
