,naics_2007_us_code,wage_offer_from_9089,case_status,wage_offer_unit_of_pay_9089,country_of_citzenship,employer_state,pw_level_9089
130,236.0,44574.0,-1,2.0,85,36,1
131,541511.0,124509.0,-1,2.0,57,4,1
132,611110.0,44980.0,-1,2.0,102,46,0
133,511140.0,79102.0,1,2.0,57,40,1
134,541512.0,130000.0,1,2.0,57,10,3
135,541511.0,92000.0,-1,2.0,57,50,3
136,42493.0,83000.0,1,2.0,27,4,1
137,423940.0,116438.0,-1,2.0,62,36,2
138,611310.0,59400.0,1,2.0,27,41,1
139,515112.0,101109.0,1,2.0,24,6,3
140,541330.0,89170.0,1,2.0,85,4,3
141,42493.0,60000.0,1,2.0,27,4,0
142,541511.0,95000.0,1,2.0,57,36,2
143,813319.0,83100.0,-1,2.0,4,7,3
144,541511.0,105500.0,1,2.0,57,33,3
145,523110.0,170000.0,1,2.0,24,33,3
146,334510.0,77272.0,-1,2.0,65,24,1
147,541511.0,56500.0,1,2.0,57,33,0
148,541330.0,90000.0,1,2.0,112,20,2
149,44812.0,88000.0,1,2.0,110,9,1
150,541511.0,56014.0,1,2.0,57,4,1
151,334510.0,122720.0,1,2.0,97,46,1
152,511210.0,109200.0,1,2.0,138,51,3
153,611310.0,48800.0,1,2.0,54,43,0
154,541511.0,105643.0,1,2.0,57,4,2
155,611310.0,70000.0,1,2.0,90,43,0
156,541511.0,76773.0,1,2.0,57,9,2
157,51121.0,117233.0,1,2.0,138,51,1
158,541611.0,120000.0,1,2.0,57,10,3
159,621491.0,53200.08,1,2.0,57,24,0
160,541511.0,107000.0,1,2.0,57,10,3
161,541511.0,88000.0,1,2.0,57,15,1
162,541511.0,80000.0,1,2.0,89,48,1
163,334220.0,83128.0,1,2.0,24,46,1
164,541519.0,113755.0,1,2.0,57,4,3
165,334419.0,66164.8,1,2.0,116,4,0
166,711510.0,136760.0,1,2.0,142,9,1
167,423690.0,67621.0,1,2.0,57,14,1
168,2211.0,105934.0,1,2.0,57,4,3
169,541511.0,63960.0,1,2.0,57,16,1
170,541211.0,112800.0,1,2.0,57,33,3
171,541511.0,105373.0,-1,2.0,57,33,3
172,611310.0,155000.0,1,2.0,57,36,0
173,611110.0,41000.0,1,2.0,102,3,0
174,213111.0,55390.0,-1,2.0,102,15,0
175,325412.0,61000.0,1,2.0,57,15,1
176,611310.0,111395.0,1,2.0,62,36,0
177,521110.0,78000.0,1,2.0,26,8,0
178,541511.0,70000.0,-1,2.0,57,4,0
179,61131.0,43260.0,1,2.0,10,1,0
180,532111.0,64000.0,1,2.0,26,33,0
181,51121.0,87290.0,1,2.0,57,51,0
182,334111.0,102200.0,1,2.0,57,4,1
183,722110.0,28500.0,1,2.0,97,48,3
184,562111.0,110781.0,1,2.0,57,46,3
185,611310.0,163000.0,1,2.0,25,23,0
186,33991.0,140000.0,1,2.0,42,33,3
187,541511.0,64646.0,1,2.0,57,9,1
188,541720.0,73819.0,1,2.0,26,7,3
189,48833.0,90188.8,1,2.0,66,4,3
190,541810.0,118352.0,1,2.0,5,51,1
191,722110.0,21.25,1,1.0,116,21,2
192,622110.0,185000.0,1,2.0,125,40,0
193,51721.0,102000.0,1,2.0,57,46,3
194,541511.0,73000.0,1,2.0,57,33,1
195,311513.0,70000.0,1,2.0,58,4,1
196,54133.0,117200.0,1,2.0,57,15,2
197,54151.0,95000.0,1,2.0,57,4,3
198,621111.0,110000.0,1,2.0,24,15,0
199,54161.0,115000.0,1,2.0,57,40,1
200,454112.0,115000.0,1,2.0,10,4,0
201,54151.0,98197.0,1,2.0,57,36,3
202,541511.0,65000.0,1,2.0,57,29,0
203,54151.0,130000.0,1,2.0,57,4,3
204,311812.0,10.84,-1,1.0,35,36,1
205,6216.0,25293.0,1,2.0,102,4,2
206,541330.0,77792.0,1,2.0,57,23,1
207,335314.0,90000.0,1,2.0,24,52,3
208,541511.0,48630.0,-1,2.0,57,15,1
209,541330.0,92115.0,1,2.0,57,23,2
210,541512.0,98197.0,1,2.0,57,46,3
211,541512.0,88500.0,1,2.0,57,36,3
212,611310.0,130000.0,1,2.0,89,23,1
213,515111.0,104083.0,1,2.0,57,36,3
214,424990.0,131248.0,1,2.0,116,33,1
215,541611.0,117000.0,1,2.0,90,36,3
216,23.0,26.99,-1,1.0,87,48,0
217,33441.0,104520.0,1,2.0,116,46,2
218,541511.0,89606.0,1,2.0,57,4,1
219,525110.0,102357.0,1,2.0,57,29,3
220,561320.0,79206.0,1,2.0,57,23,2
221,517910.0,55000.0,-1,2.0,105,23,0
222,522110.0,86216.0,1,2.0,103,6,2
223,611310.0,84240.0,1,2.0,81,34,0
224,31521.0,27955.0,1,2.0,116,48,2
225,541330.0,65500.0,1,2.0,57,46,0
226,541511.0,83491.0,1,2.0,57,48,2
227,541519.0,95326.0,1,2.0,24,37,3
228,541990.0,105123.0,-1,2.0,57,4,1
229,311615.0,16307.0,-1,2.0,26,10,0
230,519190.0,90000.0,1,2.0,57,36,1
231,541511.0,93600.0,1,2.0,57,15,2
232,322130.0,73000.0,1,2.0,116,1,1
233,54171.0,85717.0,1,2.0,57,25,3
234,441120.0,44512.0,1,2.0,0,4,2
235,722.0,42786.0,1,2.0,45,4,2
236,541410.0,58000.0,1,2.0,57,4,2
237,541511.0,107000.0,1,2.0,57,10,3
238,541511.0,77522.0,-1,2.0,57,15,1
239,523110.0,150000.0,1,2.0,57,36,0
240,541511.0,63170.0,1,2.0,57,40,1
241,213111.0,81536.0,1,2.0,57,46,1
242,523130.0,87069.0,1,2.0,57,24,3
243,334413.0,92331.0,1,2.0,57,4,1
244,611610.0,45000.0,1,2.0,138,16,3
245,511210.0,63752.0,1,2.0,57,10,0
246,335228.0,88000.0,1,2.0,57,10,3
247,541511.0,102274.0,-1,2.0,57,33,2
248,541511.0,74.21,1,1.0,57,33,3
249,334112.0,67870.0,1,2.0,57,4,0
250,238350.0,63500.0,1,2.0,142,9,1
251,516110.0,86549.0,1,2.0,57,36,3
252,541519.0,56888.0,1,2.0,57,9,1
253,621498.0,166400.0,1,2.0,85,3,0
254,561510.0,52300.0,1,2.0,66,4,0
255,541511.0,81203.0,1,2.0,57,36,2
256,511210.0,105000.0,1,2.0,57,48,2
257,32541.0,85654.0,1,2.0,47,40,2
258,541511.0,84885.0,1,2.0,57,33,1
259,31521.0,27955.0,1,2.0,116,48,2
260,541330.0,96512.0,1,2.0,57,46,3
261,541320.0,55307.0,1,2.0,126,4,1
262,541512.0,100714.0,1,2.0,57,6,2
263,541511.0,61609.6,1,2.0,57,29,0
264,541330.0,66747.0,1,2.0,89,21,1
265,523930.0,179130.0,1,2.0,57,4,3
266,334220.0,79498.0,1,2.0,57,4,1
267,541511.0,87422.0,1,2.0,57,40,3
268,541511.0,63273.6,1,2.0,57,9,0
269,511210.0,61500.0,1,2.0,57,15,0
270,339931.0,62290.0,1,2.0,142,9,0
271,541511.0,105373.0,-1,2.0,57,33,3
272,423830.0,90000.0,1,2.0,57,21,1
273,541611.0,68723.0,1,2.0,57,48,1
274,722110.0,154814.0,-1,2.0,129,20,3
275,54133.0,90000.0,1,2.0,123,40,1
276,54151.0,100000.0,1,2.0,57,4,2
277,333618.0,89610.0,-1,2.0,45,33,2
278,541511.0,92000.0,1,2.0,57,50,3
279,541511.0,98000.0,1,2.0,57,46,1
280,448110.0,8.72,1,1.0,85,36,0
281,424930.0,56701.0,1,2.0,45,9,0
282,541511.0,70000.0,1,2.0,57,33,1
283,425110.0,45198.0,1,2.0,116,4,0
284,423940.0,36483.0,1,2.0,97,10,0
285,62132.0,77000.0,1,2.0,57,40,0
286,541519.0,99736.0,1,2.0,81,10,3
287,541511.0,63398.0,1,2.0,57,40,1
288,621491.0,81307.2,-1,2.0,97,24,2
289,541690.0,92000.0,1,2.0,57,10,1
290,541940.0,99309.0,1,2.0,57,39,1
291,541211.0,80000.0,1,2.0,65,7,0
292,236210.0,148762.0,1,2.0,138,4,3
293,611110.0,44633.0,1,2.0,133,38,2
294,541512.0,55500.0,1,2.0,57,25,0
295,541512.0,118000.0,1,2.0,5,4,1
296,621111.0,200000.0,1,2.0,102,15,2
297,621111.0,190000.0,1,2.0,57,16,0
298,541511.0,79206.0,-1,2.0,57,23,2
299,541511.0,73000.0,-1,2.0,57,33,1
300,3336.0,73900.0,1,2.0,58,16,2
301,523120.0,70000.0,1,2.0,57,4,1
302,611310.0,148000.0,1,2.0,59,36,0
303,336111.0,76690.0,1,2.0,116,1,1
304,7221.0,11.43,1,1.0,85,4,2
305,54111.0,106267.0,1,2.0,116,4,1
306,541511.0,88000.0,1,2.0,142,41,2
307,51121.0,84800.0,1,2.0,24,51,0
308,621511.0,78499.0,1,2.0,102,4,1
309,515210.0,59000.0,1,2.0,57,40,0
310,623110.0,11.75,-1,1.0,102,4,3
311,621420.0,29931.0,1,2.0,26,17,1
312,238990.0,101733.0,-1,2.0,115,29,3
313,523120.0,110000.0,1,2.0,26,36,1
314,541511.0,68598.0,1,2.0,57,8,0
315,454111.0,70221.0,1,2.0,143,51,0
316,2211.0,113693.0,1,2.0,57,51,3
317,721110.0,34965.0,1,2.0,66,11,1
318,541511.0,76000.0,-1,2.0,57,13,1
319,541519.0,124363.0,1,2.0,57,4,2
320,311230.0,65148.0,1,2.0,57,24,1
321,523110.0,180000.0,1,2.0,18,36,1
322,541512.0,46488.0,1,2.0,57,10,0
323,541710.0,103000.0,1,2.0,138,51,2
324,51121.0,105123.0,1,2.0,57,51,1
325,334510.0,77272.0,1,2.0,65,24,1
326,541330.0,97989.0,1,2.0,57,20,3
327,611310.0,52811.0,1,2.0,57,48,0
328,211111.0,97500.0,1,2.0,57,4,2
329,541511.0,65000.0,1,2.0,57,4,1
330,519.0,105934.0,1,2.0,57,4,3
331,541512.0,97490.0,1,2.0,57,23,3
332,541710.0,45386.0,1,2.0,26,39,2
333,524114.0,80000.0,1,2.0,57,23,3
334,621610.0,19011.0,1,2.0,102,1,1
335,54151.0,80870.0,1,2.0,57,29,1
336,33411.0,115000.0,1,2.0,116,4,3
337,541511.0,74250.0,1,2.0,57,33,1
338,541710.0,78300.0,1,2.0,99,25,0
339,814110.0,21133.0,-1,2.0,102,33,2
340,334112.0,131518.0,-1,2.0,57,4,3
341,621111.0,195000.0,1,2.0,21,51,0
342,541310.0,58240.0,1,2.0,24,4,0
343,711219.0,8.52,-1,1.0,49,4,0
344,334413.0,105040.0,1,2.0,26,46,0
345,523999.0,128000.0,1,2.0,85,36,1
346,623312.0,25000.0,1,2.0,102,4,2
347,611310.0,90999.96,1,2.0,117,45,0
348,561110.0,74235.2,1,2.0,57,33,1
349,3329.0,64729.6,1,2.0,57,37,1
350,531312.0,157498.0,1,2.0,69,46,3
351,541511.0,68889.0,1,2.0,57,48,0
352,541511.0,69576.0,1,2.0,57,10,1
353,621111.0,127774.4,1,2.0,57,3,0
354,541511.0,71800.0,-1,2.0,57,40,1
355,541511.0,68000.04,1,2.0,57,4,1
356,722211.0,34237.0,1,2.0,116,36,3
357,622110.0,366100.0,1,2.0,24,30,0
358,541511.0,160285.0,1,2.0,57,4,3
359,541511.0,109554.0,-1,2.0,57,33,3
360,611110.0,34800.0,1,2.0,133,2,0
361,54151.0,115000.0,1,2.0,57,36,1
362,51121.0,110000.0,1,2.0,138,51,0
363,517212.0,131518.0,1,2.0,57,46,3
364,541519.0,116501.0,1,2.0,57,33,1
365,325412.0,49733.0,1,2.0,57,33,0
366,711211.0,30550.0,1,2.0,66,37,0
367,334111.0,110000.0,1,2.0,57,4,2
368,54151.0,131518.0,1,2.0,57,4,3
369,54171.0,73146.0,1,2.0,57,33,0
370,722110.0,52104.0,-1,2.0,57,43,3
371,334220.0,80336.0,1,2.0,24,4,1
372,541511.0,163030.4,1,2.0,57,4,3
373,541511.0,117312.0,1,2.0,57,33,3
374,523110.0,80205.0,1,2.0,57,36,1
375,541519.0,133078.4,1,2.0,57,4,3
376,325412.0,120000.0,1,2.0,26,33,1
377,541611.0,140000.0,1,2.0,57,36,3
378,541511.0,117707.2,-1,2.0,57,33,3
379,454111.0,114308.0,1,2.0,54,4,0
380,333210.0,57.0,-1,1.0,97,4,3
381,541511.0,47050.0,1,2.0,57,40,0
382,541511.0,103709.0,1,2.0,57,33,3
383,325411.0,127035.0,1,2.0,24,36,1
384,541512.0,123573.0,1,2.0,57,36,1
385,541512.0,87131.0,1,2.0,57,20,1
386,238320.0,15.64,1,1.0,35,36,1
387,541511.0,98592.0,1,2.0,57,4,0
388,541511.0,115000.0,1,2.0,42,36,1
389,334415.0,52208.0,1,2.0,116,4,0
390,541211.0,111300.0,1,2.0,57,33,3
391,541513.0,77834.0,1,2.0,57,10,1
392,541511.0,77834.0,1,2.0,57,10,1
393,54161.0,112600.0,1,2.0,57,40,3
394,56173.0,27269.0,1,2.0,49,33,2
395,54151.0,69077.0,1,2.0,45,29,1
396,541511.0,66102.0,1,2.0,57,13,1
397,611310.0,42127.0,-1,2.0,23,25,0
398,611310.0,51000.0,1,2.0,26,40,0
399,523110.0,95014.0,1,2.0,57,33,3
400,62121.0,99570.0,1,2.0,26,37,0
401,3344.0,106371.2,1,2.0,57,46,1
402,442110.0,159307.0,1,2.0,133,46,3
403,518111.0,90616.24,1,2.0,57,51,1
404,541511.0,93122.0,1,2.0,116,5,3
405,561720.0,16474.0,-1,2.0,26,43,0
406,5416.0,34.0,1,1.0,57,9,1
407,541519.0,115000.0,1,2.0,57,46,3
408,325188.0,67310.0,1,2.0,57,4,1
409,5112.0,125882.0,1,2.0,24,40,1
410,541710.0,79747.0,1,2.0,106,37,0
411,621112.0,43201.0,-1,2.0,27,20,1
412,523999.0,135660.0,1,2.0,57,36,3
413,311.0,42578.0,1,2.0,69,31,0
414,524126.0,70000.0,1,2.0,26,40,0
415,423730.0,28.72,1,1.0,102,4,1
416,611310.0,60840.0,1,2.0,47,23,0
417,541511.0,129000.0,1,2.0,57,4,3
418,423450.0,100838.0,1,2.0,57,37,1
419,72232.0,26811.0,1,2.0,35,33,3
420,541511.0,98530.0,1,2.0,57,33,1
421,484110.0,98259.0,1,2.0,133,33,3
422,611110.0,39000.0,1,2.0,102,48,1
423,541511.0,69015.0,1,2.0,57,37,1
424,611691.0,84531.0,1,2.0,116,4,2
425,213112.0,111000.0,1,2.0,57,46,3
426,323119.0,70179.0,1,2.0,126,4,1
427,54121.0,33010.0,-1,2.0,104,20,2
428,561720.0,16474.0,-1,2.0,26,43,0
429,622110.0,166400.0,1,2.0,57,40,0
430,541690.0,50.0,1,1.0,57,23,3
431,623110.0,18387.0,1,2.0,102,4,0
432,33911.0,113714.0,1,2.0,57,4,3
433,334.0,56326.4,1,2.0,126,4,1
434,331419.0,85000.0,1,2.0,26,10,1
435,611310.0,90000.0,1,2.0,26,20,0
436,424820.0,89107.0,1,2.0,66,10,1
437,51721.0,94572.0,1,2.0,102,46,3
438,54171.0,120000.0,1,2.0,57,25,3
439,541511.0,89024.0,1,2.0,57,33,2
440,541519.0,72758.0,1,2.0,97,4,0
441,423990.0,36171.0,1,2.0,116,15,0
442,541512.0,83366.0,1,2.0,57,37,2
443,311615.0,16307.0,1,2.0,26,10,0
444,483112.0,91500.0,1,2.0,102,4,2
445,622110.0,133193.0,1,2.0,57,36,2
446,332410.0,67392.0,1,2.0,133,20,1
447,541614.0,48175.0,1,2.0,57,37,1
448,54199.0,140000.0,1,2.0,57,36,1
449,541511.0,86000.0,1,2.0,24,46,0
450,54189.0,134286.0,1,2.0,57,4,2
451,541511.0,132000.0,1,2.0,57,4,1
452,237990.0,65811.0,1,2.0,97,46,1
453,213111.0,144102.0,1,2.0,27,46,2
454,541211.0,111300.0,1,2.0,57,33,3
455,541511.0,196622.4,1,2.0,57,4,3
456,541511.0,52811.0,1,2.0,57,15,0
457,236220.0,14.0,-1,1.0,85,3,0
458,3344.0,92331.0,1,2.0,57,4,1
459,611310.0,51999.96,1,2.0,109,45,1
460,51121.0,101670.0,1,2.0,57,35,1
461,541511.0,131518.0,1,2.0,57,4,3
462,541512.0,110032.0,1,2.0,57,4,3
463,334413.0,117720.0,-1,2.0,42,4,3
464,334611.0,118435.0,-1,2.0,115,4,1
465,511210.0,133078.4,1,2.0,57,4,3
466,611310.0,190000.0,1,2.0,117,20,0
467,541512.0,82514.0,1,2.0,89,7,1
468,524130.0,95036.0,1,2.0,26,6,3
469,611110.0,47353.0,1,2.0,102,48,1
470,54151.0,105373.0,1,2.0,57,33,3
471,339920.0,198000.0,1,2.0,63,51,1
472,811121.0,64064.0,1,2.0,85,4,3
473,541511.0,95680.0,1,2.0,57,33,3
474,541519.0,98530.0,-1,2.0,126,4,1
475,6213.0,37856.0,1,2.0,116,4,0
476,45211.0,95264.0,1,2.0,24,52,3
477,488510.0,40000.0,-1,2.0,66,4,0
478,6111.0,75000.0,1,2.0,42,4,3
479,522110.0,90000.0,1,2.0,57,36,3
480,722110.0,47382.4,-1,2.0,66,4,2
481,541511.0,117400.0,1,2.0,57,46,3
482,541511.0,89752.0,-1,2.0,57,48,1
483,54151.0,72405.0,1,2.0,57,29,0
484,333314.0,69000.0,1,2.0,85,4,1
485,621111.0,150000.0,1,2.0,57,19,0
486,511210.0,124000.0,1,2.0,24,36,1
487,517212.0,61.62,-1,1.0,57,36,1
488,54194.0,64000.0,1,2.0,116,46,0
489,334510.0,70549.96,1,2.0,66,4,0
490,611110.0,38958.0,-1,2.0,133,4,0
491,56211.0,42723.0,1,2.0,26,38,1
492,541519.0,82701.0,1,2.0,57,51,1
493,611110.0,69888.0,1,2.0,138,7,1
494,541511.0,80000.0,-1,2.0,93,48,1
495,621111.0,81000.0,1,2.0,126,4,0
496,541511.0,69060.0,1,2.0,57,36,1
497,238160.0,30000.0,-1,2.0,53,21,0
498,541511.0,73000.0,1,2.0,57,33,1
499,812990.0,41205.0,1,2.0,103,36,2
500,325193.0,90000.0,1,2.0,26,4,1
501,315233.0,106788.0,1,2.0,116,4,3
502,518112.0,142898.0,1,2.0,57,4,3
503,523110.0,137000.0,-1,2.0,45,36,3
504,621111.0,40310.0,1,2.0,16,48,3
505,446120.0,19032.0,1,2.0,116,45,3
506,541511.0,168000.0,1,2.0,62,5,1
507,51721.0,99590.0,1,2.0,24,46,3
508,6113.0,84000.0,1,2.0,25,20,0
509,551114.0,88000.0,1,2.0,102,9,1
510,334210.0,105000.22,1,2.0,57,15,2
511,541512.0,117707.2,1,2.0,57,36,3
512,541511.0,87000.0,1,2.0,57,36,1
513,541330.0,96000.0,1,2.0,57,46,2
514,722110.0,46946.0,1,2.0,116,15,2
515,611310.0,85000.0,1,2.0,133,6,0
516,523930.0,65478.0,1,2.0,57,24,1
517,518112.0,125882.0,1,2.0,42,36,1
518,452112.0,49000.0,-1,2.0,57,2,0
519,3162.0,106787.0,1,2.0,85,4,3
520,4238.0,56534.0,1,2.0,142,37,0
521,541512.0,90709.0,1,2.0,57,48,1
522,331312.0,87550.0,1,2.0,57,15,1
523,541910.0,67980.0,1,2.0,126,20,0
524,541511.0,78000.0,1,2.0,57,10,1
525,54161.0,90481.0,1,2.0,57,40,1
526,722110.0,7.52,1,1.0,37,48,0
527,541519.0,101090.0,1,2.0,57,33,2
528,51211.0,87487.4,1,2.0,24,4,0
529,336120.0,113600.0,1,2.0,57,15,3
530,562213.0,18.0,1,1.0,85,14,0
531,541511.0,99237.0,1,2.0,57,3,3
532,445120.0,74838.0,1,2.0,97,13,1
533,45211.0,79500.0,1,2.0,57,15,0
534,541511.0,70366.4,1,2.0,136,4,1
535,31181.0,30326.0,-1,2.0,18,33,2
536,334210.0,131518.0,1,2.0,57,33,3
537,541511.0,139797.0,-1,2.0,57,46,3
538,541330.0,99798.41,1,2.0,112,46,2
539,5415.0,90000.0,1,2.0,57,4,2
540,3363.0,97365.0,1,2.0,116,46,3
541,611310.0,32.05,1,1.0,27,19,0
542,5415.0,120000.0,1,2.0,24,51,1
543,332117.0,70179.0,-1,2.0,129,4,1
544,311942.0,117500.0,1,2.0,57,21,3
545,33441.0,55661.0,1,2.0,126,4,1
546,334210.0,105000.22,1,2.0,57,15,2
547,541511.0,77834.0,1,2.0,57,10,1
548,523110.0,325000.0,1,2.0,24,36,3
549,623110.0,45760.0,1,2.0,24,15,0
550,238140.0,23.53,-1,1.0,104,36,1
551,541511.0,86500.0,1,2.0,57,19,3
552,454111.0,79019.0,1,2.0,24,51,0
553,611310.0,140000.0,1,2.0,57,20,0
554,541330.0,61277.0,1,2.0,57,37,1
555,54161.0,115000.0,1,2.0,57,40,3
556,621310.0,45240.0,1,2.0,116,40,0
557,541511.0,105706.0,1,2.0,57,4,1
558,624410.0,20000.0,-1,2.0,100,36,0
559,611310.0,97000.0,1,2.0,126,40,0
560,812191.0,84611.8,1,2.0,102,36,0
561,335311.0,63500.0,1,2.0,57,40,0
562,611310.0,66600.0,1,2.0,115,4,1
563,541512.0,55000.0,-1,2.0,57,4,0
564,621399.0,37856.0,1,2.0,116,4,0
565,511210.0,116397.0,1,2.0,57,48,3
566,621111.0,78499.0,1,2.0,116,4,1
567,541511.0,96948.8,1,2.0,57,9,3
568,333514.0,37731.0,1,2.0,3,4,2
569,33994.0,93912.0,1,2.0,57,15,3
570,72112.0,226000.0,1,2.0,26,39,3
571,72232.0,29224.0,1,2.0,85,36,2
572,541512.0,121999.92,1,2.0,26,4,2
573,541511.0,99840.0,-1,2.0,57,4,1
574,541511.0,64000.0,1,2.0,57,15,1
575,524292.0,106434.0,1,2.0,57,4,2
